Date,CO2 - PPM,CO - PPM,CH4 - PPM,Dust Particles (PM2.5),Wind S,Wind D
1991-08-30,312.36,319,313.37,40,18.62,285.515
1991-08-31,322.77,325,317.06,61,37.79,243.169
1991-09-01,313.7,319,315.42,3,31.541,106.424
1991-09-02,313.92,323,324.44,20,14.808,301.565
1991-09-03,321.84,327,311,39,50.732,220.06
1991-09-04,315.51,322,316.24,10,13.312,312.75
1991-09-05,313.99,317,319.93,2,19.305,219.766
1991-09-06,316.05,321,318.7,62,41.45,137.818
1991-09-07,318.14,329,324.85,12,48.869,254.024
1991-09-08,314.88,318,320.75,6,31.77,305.216
1991-09-09,320.04,326,317.06,14,27.523,129.092
1991-09-10,320.17,326,312.05,43,9.312,131.475
1991-09-11,318.72,325,311.05,61,16.641,125.321
1991-09-12,312.89,320,312,16,33.09,145.885
1991-09-13,321.54,317,319.93,55,19.179,321.67
1991-09-14,313.47,321,316.24,13,28.692,108.088
1991-09-15,320.09,329,324.03,50,0.897,136.437
1991-09-16,317.96,327,325.26,63,30.968,124.908
1991-09-17,319.24,317,323.21,28,12.5,123.818
1991-09-18,313.42,322,316.24,62,38.592,122.761
1991-09-19,322.16,329,320.75,67,41.23,42.213
1991-09-20,320.97,318,317.47,28,9.665,327.628
1991-09-21,315.36,323,319.52,50,5.416,327.628
1991-09-22,319.68,321,319.11,41,31.625,298.981
1991-09-23,319.43,326,323.62,41,1.69,346.193
1991-09-24,315.19,328,322.39,29,13.022,314.601
1991-09-25,322.01,324,322.8,63,3.746,314.933
1991-09-26,314.56,318,323.21,18,15.714,144.939
1991-09-27,314.64,321,316.24,29,2.857,190.989
1991-09-28,318.68,320,317.47,41,26.51,306.064
1991-09-29,320.98,324,325.26,18,17.983,325.089
1991-09-30,317.79,320,311,32,13.457,334.431
1991-10-01,315.37,322,314.19,60,5.199,141.642
1991-10-02,315.04,317,322.39,56,31.897,219.766
1991-10-03,316.86,327,322.8,66,27.971,130.861
1991-10-04,320.53,322,325.26,46,20.585,40.587
1991-10-05,317.44,319,320.75,63,2.98,131.465
1991-10-06,321.98,322,311.05,31,41.862,112.252
1991-10-07,317.87,318,318.7,48,32.444,90.193
1991-10-08,314.67,326,321.16,24,7.606,261.891
1991-10-09,320.98,327,315.42,56,7.11,157.669
1991-10-10,313.28,329,312,1,19.714,122.761
1991-10-11,313.37,327,321.57,39,12.266,327.583
1991-10-12,318.23,328,312.96,1,43.651,239.911
1991-10-13,322.57,317,317.06,8,50.029,48.555
1991-10-14,320.98,319,311,46,36.375,47.589
1991-10-15,320.31,317,314.19,4,30.17,304.933
1991-10-16,314.25,328,318.29,18,7.874,303.879
1991-10-17,315.97,324,317.47,64,16.958,140.213
1991-10-18,317.67,325,314.6,10,16.265,323.558
1991-10-19,316.77,321,313.37,52,15.714,146.466
1991-10-20,321.53,325,318.29,10,18.173,304.598
1991-10-21,315.74,329,319.93,45,12.266,327.664
1991-10-22,315.73,323,312.05,64,19.85,306.692
1991-10-23,316.35,321,318.7,69,19.059,316.193
1991-10-24,314.37,317,322.39,59,12.423,319.141
1991-10-25,316.26,321,317.47,38,37.101,147.91
1991-10-26,313.31,322,324.03,26,14.746,292.356
1991-10-27,316.71,323,321.98,44,24.435,141.812
1991-10-28,318.97,323,313.78,62,23.1,331.643
1991-10-29,322.11,318,313.37,32,22.203,127.202
1991-10-30,314.81,320,320.75,21,1.491,135.857
1991-10-31,313.99,318,312.55,15,1.038,317.716
1991-11-01,314.64,328,315.42,8,1.038,114.592
1991-11-02,321.51,318,312.55,4,15.718,286.864
1991-11-03,316.47,327,313.37,3,22.203,123.824
1991-11-04,319.54,326,320.34,1,30.041,101.722
1991-11-05,319.25,317,321.57,42,6.676,327.583
1991-11-06,317.8,323,312.05,28,6.963,181.57
1991-11-07,317.74,323,323.62,36,11.259,121.893
1991-11-08,321.8,326,312.96,25,38,329.367
1991-11-09,316.93,319,321.16,50,9.97,166.636
1991-11-10,322.79,323,319.52,62,2.857,118.474
1991-11-11,319.33,321,312.96,34,35.997,131.575
1991-11-12,316.39,323,312.55,21,7.606,303.618
1991-11-13,314.81,323,315.83,62,30.752,93.046
1991-11-14,314.81,329,315.83,1,2.857,151.928
1991-11-15,315.79,325,314.6,52,33.137,312.849
1991-11-16,317.08,321,320.34,61,28.692,334.324
1991-11-17,314.57,324,312.96,33,6.096,127.756
1991-11-18,319.91,317,315.42,5,44.516,110.091
1991-11-19,315.72,317,315.83,27,3.617,346.193
1991-11-20,314.71,326,316.24,43,5.842,95.356
1991-11-21,317.7,321,317.06,57,31.253,123.707
1991-11-22,322.52,328,317.47,28,10.503,305.081
1991-11-23,319.08,328,317.06,58,15.718,196.224
1991-11-24,321.85,329,315.42,10,13.548,271.088
1991-11-25,318.49,320,323.21,4,40.605,310.11
1991-11-26,321.11,325,312.05,8,33.253,25.337
1991-11-27,317.41,322,316.24,5,25.502,292.356
1991-11-28,315.67,320,316.65,32,12.445,286.864
1991-11-29,319.2,327,324.44,61,31.253,134.022
1991-11-30,320.23,318,315.01,48,38.19,311.488
1991-12-01,313.45,326,321.16,24,0.585,127.756
1991-12-02,319.42,321,316.65,20,14.927,144.035
1991-12-03,313.87,321,321.98,61,17.413,126.414
1991-12-04,322.08,318,312.05,46,16.639,305.216
1991-12-05,313.88,327,311.05,11,28.919,40.587
1991-12-06,313.43,323,324.44,26,6.905,96.124
1991-12-07,322.42,317,324.85,49,37.79,147.91
1991-12-08,319.57,325,318.7,59,27.704,146.122
1991-12-09,315.31,325,313.78,24,21.123,330.679
1991-12-10,316.14,326,320.75,65,3.703,126.681
1991-12-11,315.79,329,323.21,25,40.061,137.818
1991-12-12,318.84,328,312.96,2,14.808,339.202
1991-12-13,322.19,322,313.37,55,43.651,299.8
1991-12-14,318.99,317,315.42,55,11.273,119.179
1991-12-15,322.08,319,311.05,16,41.23,318.844
1991-12-16,312.82,324,313.78,13,21.235,312.702
1991-12-17,319.39,322,322.39,48,10.503,137.034
1991-12-18,313.29,321,324.03,53,15.376,262.075
1991-12-19,316.05,328,320.75,30,16.25,80.134
1991-12-20,320.11,319,315.42,35,39.749,140.213
1991-12-21,313.83,321,314.19,45,35.126,114.001
1991-12-22,321.39,328,315.01,26,1.443,255.21
1991-12-23,316.07,319,319.11,32,5.242,56.29
1991-12-24,314.34,318,324.03,60,20.244,144.035
1991-12-25,313.85,322,317.47,49,1.27,311.694
1991-12-26,314.52,321,314.19,32,17.572,306.692
1991-12-27,316.39,322,322.8,16,2.946,291.145
1991-12-28,320.98,328,313.37,48,5.621,305.918
1991-12-29,312.66,326,320.75,58,11.008,243.169
1991-12-30,316.97,329,318.29,24,27.965,115.939
1991-12-31,314.51,319,317.88,1,26.583,311.087
1992-01-01,315.77,317,324.85,58,24.867,298.886
1992-01-02,320.38,321,323.21,57,37.194,141.32
1992-01-03,318.14,321,325.26,24,0.585,141.812
1992-01-04,320.6,323,324.44,5,9.23,131.389
1992-01-05,317.99,321,325.26,20,22.203,329.754
1992-01-06,314.65,319,318.29,47,15.462,127.202
1992-01-07,315.11,326,321.98,61,12.43,327.104
1992-01-08,312.44,329,324.85,15,31.838,314.601
1992-01-09,314.3,325,315.01,11,0.585,331.587
1992-01-10,316.94,323,321.16,58,35.049,143.462
1992-01-11,316.01,324,324.03,59,13.866,141.642
1992-01-12,322.14,321,314.19,63,13.548,286.864
1992-01-13,316.5,325,322.8,45,7.11,131.733
1992-01-14,321.68,317,321.57,35,30.061,147.384
1992-01-15,320,326,324.44,58,17.184,147.384
1992-01-16,313.36,322,317.47,60,33.33,123.818
1992-01-17,318.7,317,314.6,34,30.752,301.71
1992-01-18,321.88,324,323.62,44,34.372,116.976
1992-01-19,314.52,324,316.65,61,36.375,306.692
1992-01-20,317.86,320,314.6,13,43.63,329.754
1992-01-21,322.09,320,316.24,44,33.586,327.121
1992-01-22,316.01,327,311,25,24.41,127.391
1992-01-23,316.05,321,323.62,8,6.736,92.176
1992-01-24,316.41,320,317.47,39,4.111,143.462
1992-01-25,318.38,318,324.85,41,30.824,196.224
1992-01-26,320.22,318,313.78,38,19.619,299.8
1992-01-27,319.92,325,324.03,21,19.059,144.726
1992-01-28,321.54,319,315.42,21,13.529,265.839
1992-01-29,314.07,325,319.93,10,49.983,183.558
1992-01-30,313.34,328,312.05,15,9.221,311.694
1992-01-31,318.05,319,319.11,40,31.625,162.777
1992-02-01,312.93,317,315.42,61,37.567,299.498
1992-02-02,321.77,327,313.37,9,26.404,112.231
1992-02-03,313.16,328,311,61,6.995,261.891
1992-02-04,321.55,320,312.05,4,44.447,119.179
1992-02-05,312.6,328,319.93,19,44.582,243.245
1992-02-06,315.75,326,323.21,8,40.262,127.982
1992-02-07,320.06,327,324.44,25,16.303,305.812
1992-02-08,314.67,329,319.93,13,4.537,127.202
1992-02-09,313.06,317,321.57,14,4.921,146.466
1992-02-10,321.17,324,319.11,65,32.328,166.636
1992-02-11,321.42,328,315.83,61,21.768,141.068
1992-02-12,320.24,320,312,11,23.635,279.449
1992-02-13,321.55,318,325.26,10,24.457,303.454
1992-02-14,319.77,323,313.37,32,42.479,103.866
1992-02-15,312.3,317,317.88,19,10.243,118.13
1992-02-16,313.41,322,323.62,48,31.62,312.426
1992-02-17,320.48,322,311.05,57,1.038,301.565
1992-02-18,313.72,322,315.01,3,41.23,190.989
1992-02-19,322.58,325,312,45,37.245,90.193
1992-02-20,315.73,319,313.37,45,49.983,141.156
1992-02-21,320.47,322,314.19,30,9.665,311.508
1992-02-22,318.71,318,324.85,38,50.162,321.484
1992-02-23,321.48,327,321.16,13,23.1,312.849
1992-02-24,313.45,329,316.65,61,14.746,128.478
1992-02-25,315.86,323,313.78,1,3.616,149.562
1992-02-26,315.05,317,323.21,69,38,137.034
1992-02-27,318.17,318,316.24,68,1.919,140.329
1992-02-28,321.91,326,312.96,19,27.135,304.322
1992-02-29,312.55,319,315.83,8,23.794,127.135
1992-03-01,322.47,326,312.96,12,1.672,330.679
1992-03-02,314,321,321.16,9,0.585,298.886
1992-03-03,313.7,321,323.62,48,46.911,137.818
1992-03-04,314.87,327,313.78,33,32.311,9.026
1992-03-05,316.07,317,324.44,53,11.691,278.969
1992-03-06,316.19,320,316.24,29,7.888,186.814
1992-03-07,314.88,319,320.75,57,13.866,146.122
1992-03-08,313.97,317,321.57,38,45.27,131.389
1992-03-09,313.89,327,322.39,29,8.456,304.322
1992-03-10,318.93,318,315.83,66,14.249,323.807
1992-03-11,314.71,318,311.05,6,23.1,158.901
1992-03-12,317.86,329,318.29,35,34.788,134.103
1992-03-13,319.51,325,312.96,40,19.51,261.891
1992-03-14,314.31,320,315.42,50,17.579,303.879
1992-03-15,317.96,321,321.16,29,5.199,123.72
1992-03-16,315.37,318,312,4,27.623,127.756
1992-03-17,319.02,318,313.37,25,45.031,334.324
1992-03-18,322.73,324,312,41,51.195,132.797
1992-03-19,314.33,324,316.24,42,42.058,135.492
1992-03-20,312.82,319,320.34,32,8.067,266.233
1992-03-21,316.12,327,315.01,14,21.768,301.71
1992-03-22,320.17,322,319.93,53,6.995,118.13
1992-03-23,315.75,320,314.19,47,33.586,131.389
1992-03-24,319.59,327,315.01,67,29.789,306.064
1992-03-25,319.2,323,311.05,41,11.008,138.074
1992-03-26,315.07,328,324.03,22,5.923,290.5
1992-03-27,314.28,329,325.26,43,12.143,299.126
1992-03-28,312.62,318,316.24,37,31.897,302.841
1992-03-29,319.39,320,312.55,27,32.93,129.108
1992-03-30,322.73,319,312.55,42,29.603,132.802
1992-03-31,315.81,320,313.78,2,39.057,304.598
1992-04-01,320.64,318,317.06,44,18.173,150.024
1992-04-02,315.89,324,312.05,22,30.041,123.72
1992-04-03,322.69,327,315.83,62,35.325,142.359
1992-04-04,312.89,325,314.6,43,35.352,136.927
1992-04-05,315.86,324,312.96,1,38.409,123.502
1992-04-06,319.19,320,323.21,35,33.075,138.307
1992-04-07,318.92,328,316.24,22,8.148,140.412
1992-04-08,321.66,321,314.19,55,44.516,338.049
1992-04-09,312.34,326,323.62,3,31.838,26.091
1992-04-10,319.69,327,318.29,51,8.711,145.885
1992-04-11,315.3,318,321.16,28,27.623,111.708
1992-04-12,321.77,319,320.75,5,8.406,145.581
1992-04-13,317.21,326,324.44,18,30.396,129.903
1992-04-14,313.97,321,315.01,4,8.666,135.104
1992-04-15,318.97,324,317.88,32,27.554,124.786
1992-04-16,317.96,327,313.78,10,37.881,216.69
1992-04-17,320.94,325,315.42,19,2.98,128.868
1992-04-18,320.09,323,312.55,55,18.173,332.906
1992-04-19,319.08,326,312.55,25,25.502,123.107
1992-04-20,322.07,328,317.06,1,33.33,133.278
1992-04-21,316.92,322,324.44,21,11.259,243.245
1992-04-22,319.69,320,315.83,4,8.958,137.818
1992-04-23,320.92,327,318.29,25,12.302,127.113
1992-04-24,317.75,326,321.16,15,45.252,307.306
1992-04-25,316.33,324,319.52,49,17.196,26.091
1992-04-26,322.82,326,315.42,45,36.237,303.454
1992-04-27,319.01,321,312.55,4,36.319,132.535
1992-04-28,314.44,320,319.93,61,40.605,136.927
1992-04-29,320.69,319,325.26,31,6.642,128.868
1992-04-30,320.6,324,313.37,62,12.302,136.927
1992-05-01,312.31,326,318.29,46,26.611,162.777
1992-05-02,313.4,325,320.75,31,45.252,121.924
1992-05-03,318.47,320,311,45,24.952,131.389
1992-05-04,313.62,317,321.57,13,6.024,299.853
1992-05-05,320.32,321,321.16,63,26.269,110.091
1992-05-06,318.06,324,320.34,1,4.111,141.32
1992-05-07,320.51,322,311,60,35.049,294.319
1992-05-08,314.05,317,321.98,24,24.41,309.877
1992-05-09,322.83,322,315.01,1,14.808,111.088
1992-05-10,315.86,322,321.16,55,17.184,338.049
1992-05-11,320.6,326,319.11,22,30.041,243.169
1992-05-12,321.07,320,313.78,20,32.76,131.733
1992-05-13,318.72,327,320.75,41,14.249,127.135
1992-05-14,317.01,318,325.26,4,9.312,344.704
1992-05-15,318.63,320,311,64,18.513,299.635
1992-05-16,317.3,318,312.05,52,21.768,140.412
1992-05-17,312.82,319,322.8,55,27.704,108.088
1992-05-18,316.56,321,317.88,68,32.965,108.477
1992-05-19,316.77,317,316.24,31,16.265,316.193
1992-05-20,320.88,317,317.47,2,32.76,327.664
1992-05-21,322.89,327,317.47,8,42.058,239.911
1992-05-22,322.66,320,312.05,3,30.968,131.389
1992-05-23,319.36,317,317.88,18,12.079,278.834
1992-05-24,317.84,319,324.85,62,2.946,313.848
1992-05-25,312.8,319,313.37,35,7.11,333.741
1992-05-26,315.9,320,317.06,14,28.919,106.424
1992-05-27,317.97,318,317.06,29,16.25,118.649
1992-05-28,321.56,323,311,55,15.714,116.784
1992-05-29,321.37,317,319.93,37,26.269,319.162
1992-05-30,315.42,317,316.24,66,9.261,134.022
1992-05-31,316.3,327,319.52,16,28.939,319.162
1992-06-01,316.01,325,320.75,49,32.117,243.169
1992-06-02,321.09,321,324.85,4,39.848,112.252
1992-06-03,321.15,328,321.16,10,29.988,80.134
1992-06-04,320.64,317,314.19,48,3.909,127.391
1992-06-05,320.56,319,312.05,55,18.534,113.556
1992-06-06,316.2,318,315.42,19,44.901,298.061
1992-06-07,313.27,329,324.44,67,12.259,115.496
1992-06-08,314.09,322,317.06,56,46.951,295.821
1992-06-09,314.14,317,315.42,36,42.975,312.75
1992-06-10,322.69,328,321.57,8,27.523,157.669
1992-06-11,316.19,318,323.62,13,30.041,123.818
1992-06-12,314.58,319,311.05,4,10.733,299.126
1992-06-13,322.83,325,323.21,16,42.058,319.317
1992-06-14,317.28,327,320.34,65,27.908,131.517
1992-06-15,320.29,319,311.05,63,15.376,133.278
1992-06-16,316.09,326,317.06,16,51.195,187.384
1992-06-17,315.38,318,313.78,57,24.798,282.976
1992-06-18,322.29,328,319.93,64,13.022,292.356
1992-06-19,313.27,329,314.19,38,7.606,101.722
1992-06-20,312.3,327,313.78,9,28.052,320.991
1992-06-21,315.9,324,319.93,8,37.79,15.801
1992-06-22,319.91,323,320.75,24,8.826,147.384
1992-06-23,321.76,324,314.6,15,12.43,190.989
1992-06-24,322.66,317,323.62,34,15.714,261.891
1992-06-25,318.35,327,322.8,26,34.793,131.466
1992-06-26,319.25,318,323.62,64,17.479,327.121
1992-06-27,314.87,324,320.34,32,3.616,309.166
1992-06-28,312.7,329,312.96,40,20.294,322.577
1992-06-29,321.12,324,312.96,52,27.554,134.422
1992-06-30,321.14,321,324.44,18,39.507,301.71
1992-07-01,319.04,327,319.11,64,12.423,148.998
1992-07-02,314.57,321,317.06,64,6.905,216.69
1992-07-03,321.76,329,320.75,59,30.396,321.67
1992-07-04,322.32,320,322.8,55,40.879,45.025
1992-07-05,316.56,323,324.03,67,38,144.035
1992-07-06,321.54,319,321.57,59,20.556,261.891
1992-07-07,321.6,319,317.88,33,34.002,301.71
1992-07-08,316.52,317,324.85,4,31.625,137.953
1992-07-09,319.09,321,314.6,7,41.613,303.94
1992-07-10,318,319,319.93,29,18.513,135.606
1992-07-11,317.56,321,317.06,2,25.502,144.035
1992-07-12,321.17,326,325.26,57,44.901,294.776
1992-07-13,322.08,317,322.8,1,24.654,303.94
1992-07-14,314.64,328,313.78,59,39.216,137.818
1992-07-15,320.8,321,319.93,42,9.136,307.56
1992-07-16,318.86,319,311.05,26,40.879,339.202
1992-07-17,316.92,329,323.62,61,15.376,118.13
1992-07-18,313.41,327,321.57,38,36.492,324.355
1992-07-19,320.22,325,314.6,53,12.728,145.581
1992-07-20,318.42,320,320.34,68,41.613,133.228
1992-07-21,321.9,321,314.19,9,10.514,138.319
1992-07-22,318.93,320,318.29,21,10.331,114.592
1992-07-23,315.37,327,325.26,38,0.572,327.678
1992-07-24,317.68,318,311.05,56,16.693,255.21
1992-07-25,316.64,318,320.75,31,12.139,312.426
1992-07-26,312.89,325,317.88,64,28.862,291.145
1992-07-27,322.23,317,315.01,63,18.014,126.414
1992-07-28,318.53,329,313.37,12,31.897,150.879
1992-07-29,321,323,319.93,67,31.897,245.372
1992-07-30,316.44,326,322.39,67,40.686,318.844
1992-07-31,315.03,319,318.29,55,34.002,243.169
1992-08-01,313.34,318,317.88,8,39.057,186.863
1992-08-02,318,324,318.7,41,31.253,298.981
1992-08-03,318.24,321,321.98,55,16.641,286.219
1992-08-04,321.08,328,321.16,63,20.294,312.849
1992-08-05,316.25,327,319.11,34,45.031,303.94
1992-08-06,315.59,321,321.16,48,30.824,115.496
1992-08-07,314.78,327,324.44,58,35.049,121.924
1992-08-08,318.16,322,315.42,66,43.861,26.091
1992-08-09,321.99,323,311,27,0.907,301.71
1992-08-10,317.88,328,319.52,65,41.862,212.684
1992-08-11,314.49,321,317.06,70,28.585,131.389
1992-08-12,314.64,325,314.6,67,7.11,243.245
1992-08-13,320.82,325,319.93,18,24.644,328.901
1992-08-14,314.87,326,314.6,1,20.681,236.046
1992-08-15,321.42,319,313.78,27,26.611,135.744
1992-08-16,319.25,323,317.88,63,18.534,114.96
1992-08-17,315.24,329,321.57,40,19.179,60.511
1992-08-18,314.85,321,312.96,31,10.331,108.12
1992-08-19,314.83,324,313.37,69,30.746,112.252
1992-08-20,315.72,320,322.39,35,36.203,311.085
1992-08-21,317.28,317,313.37,11,5.621,329.754
1992-08-22,322.31,321,322.8,25,23.794,151.874
1992-08-23,320.48,318,317.88,24,6.905,307.56
1992-08-24,321.48,329,312.05,45,12.136,123.107
1992-08-25,315,328,311,52,34.002,138.319
1992-08-26,320.13,328,318.29,63,19.51,298.061
1992-08-27,321.95,326,322.8,54,36.375,19.103
1992-08-28,314.7,317,318.29,63,31.838,132.797
1992-08-29,320.7,325,321.57,37,36.375,143.827
1992-08-30,320.45,318,320.34,10,34.002,278.749
1992-08-31,317.63,325,322.39,32,37.59,118.649
1992-09-01,318.81,328,313.37,67,19.097,300.403
1992-09-02,314.28,318,316.24,41,25.879,327.628
1992-09-03,315.72,321,321.57,24,7.11,40.587
1992-09-04,321.03,319,319.93,13,3.23,126.319
1992-09-05,313.3,319,316.24,52,24.435,112.231
1992-09-06,316.05,318,312.05,15,25.436,332.643
1992-09-07,316.95,323,319.52,42,10.415,306.064
1992-09-08,315.21,322,321.57,15,19.672,19.103
1992-09-09,318.47,327,318.7,5,30.529,47.589
1992-09-10,319.44,326,320.75,43,6.995,135.038
1992-09-11,317.36,319,316.65,13,26.765,322.577
1992-09-12,316.5,320,312.05,42,42.497,131.575
1992-09-13,317.36,328,321.16,43,17.413,135.606
1992-09-14,317.36,323,320.75,70,3.23,314.566
1992-09-15,318.79,323,321.57,34,15.376,299.635
1992-09-16,313.97,322,324.03,38,30.164,147.384
1992-09-17,320.79,319,321.16,44,12.266,333.741
1992-09-18,320.13,317,317.06,67,8.826,128.228
1992-09-19,312.3,319,321.57,56,24.457,316.286
1992-09-20,318.74,329,320.75,57,34.018,168.066
1992-09-21,317.82,326,325.26,61,36.998,321.484
1992-09-22,316.97,320,311,15,33.684,145.622
1992-09-23,320.92,317,320.75,63,50.333,42.213
1992-09-24,312.48,328,325.26,30,28.692,300.403
1992-09-25,321.42,326,312.96,46,42.058,339.202
1992-09-26,315.24,329,312.05,11,17.196,267.548
1992-09-27,313.71,325,311.05,15,28.873,315.794
1992-09-28,321.85,328,317.06,19,36.237,127.202
1992-09-29,320.06,329,324.44,63,21.557,306.209
1992-09-30,318.17,325,323.62,15,4.537,147.384
1992-10-01,316.97,328,323.21,8,37.59,135.467
1992-10-02,314.78,320,315.01,57,1.443,116.784
1992-10-03,312.95,318,312,38,28.052,330.679
1992-10-04,312.98,327,313.37,67,31.838,319.317
1992-10-05,313.1,321,313.37,54,24.863,144.939
1992-10-06,315.03,324,318.7,51,28.862,123.965
1992-10-07,320.46,319,323.21,28,17.196,319.11
1992-10-08,318.98,321,324.44,9,3.353,237.76
1992-10-09,313.65,324,323.62,43,8.292,301.366
1992-10-10,315.25,322,312.96,14,6.995,299.498
1992-10-11,321.67,325,322.39,12,46.911,325.058
1992-10-12,315.67,328,311.05,36,26.611,150.802
1992-10-13,321.07,319,315.83,15,25.995,300.515
1992-10-14,312.69,328,315.42,23,41.45,143.462
1992-10-15,318.47,321,315.42,26,10.733,132.527
1992-10-16,318.71,322,323.21,70,18.513,331.587
1992-10-17,320.81,326,319.52,50,15.889,341.016
1992-10-18,316.05,320,311.05,50,32.616,132.93
1992-10-19,314.31,325,324.03,65,43.651,113.556
1992-10-20,316.05,326,311.05,32,32.265,131.931
1992-10-21,318.52,323,316.65,26,31.77,323.145
1992-10-22,320.98,325,318.29,15,39.848,126.7
1992-10-23,312.3,324,317.06,32,7.523,127.982
1992-10-24,322.61,321,316.65,16,31.77,187.15
1992-10-25,321.32,327,318.29,39,1.919,131.1
1992-10-26,319.88,329,316.65,47,23.1,136.899
1992-10-27,313.71,326,312,18,7.11,115.496
1992-10-28,321.07,323,324.44,69,27.732,311.087
1992-10-29,317.51,326,324.85,48,32.117,74.012
1992-10-30,315.55,317,314.19,33,10.331,151.928
1992-10-31,320.74,327,323.21,2,41.862,145.885
1992-11-01,320.23,318,323.21,45,25.079,347.566
1992-11-02,316.41,328,323.62,31,30.151,304.933
1992-11-03,316.97,325,324.03,40,21.768,123.936
1992-11-04,314.31,322,312.05,29,7.874,334.324
1992-11-05,315.01,322,314.19,32,0.897,266.233
1992-11-06,317.21,325,321.57,55,26.145,132.797
1992-11-07,312.73,323,314.19,53,18.014,141.901
1992-11-08,318.27,324,321.57,49,48.206,338.049
1992-11-09,315.53,325,317.47,52,1.601,135.807
1992-11-10,320.02,318,317.06,14,4.111,138.986
1992-11-11,318.32,322,314.6,5,5.105,243.169
1992-11-12,320.03,320,324.44,59,8.711,101.722
1992-11-13,320.74,324,324.85,13,30.151,151.672
1992-11-14,321.6,317,318.29,19,7.11,313.848
1992-11-15,321.35,325,317.06,49,25.502,220.06
1992-11-16,313.15,320,322.8,65,0.585,112.252
1992-11-17,313.2,320,317.06,68,42.058,237.76
1992-11-18,315.31,327,321.98,7,4.712,110.004
1992-11-19,319.81,317,321.57,55,16.641,123.707
1992-11-20,315.53,319,324.85,69,12.079,93.046
1992-11-21,316.17,325,321.98,43,19.714,224.447
1992-11-22,315.11,329,311,67,34.793,125.08
1992-11-23,313.97,329,320.34,28,10.331,298.981
1992-11-24,315.46,317,321.16,5,16.199,150.802
1992-11-25,313.89,321,321.16,17,48.869,133.278
1992-11-26,314.95,317,316.24,40,15.497,300.667
1992-11-27,320.14,323,324.03,21,0.897,285.515
1992-11-28,317.24,328,317.47,51,25.502,236.046
1992-11-29,316.47,325,312.96,56,8.711,128.064
1992-11-30,313.71,328,319.11,37,20.515,149.562
1992-12-01,316.44,329,320.34,48,32.328,310.072
1992-12-02,314.78,325,316.65,65,24.644,286.864
1992-12-03,314.86,327,312,21,37.567,224.447
1992-12-04,314.33,323,317.47,24,1.606,278.969
1992-12-05,322.33,317,324.85,15,44.944,182.03
1992-12-06,321.93,317,319.52,43,25.079,132.527
1992-12-07,316.37,317,321.57,34,20.691,329.754
1992-12-08,318.63,328,317.47,50,41.862,133.156
1992-12-09,321.8,319,324.85,37,2.457,143.462
1992-12-10,322.61,328,317.47,31,6.905,304.322
1992-12-11,312.95,317,319.11,64,14.808,101.722
1992-12-12,313.88,328,321.98,25,9.97,315.651
1992-12-13,316.9,328,314.6,10,22.482,196.224
1992-12-14,322.29,325,312.96,60,23.415,311.508
1992-12-15,322.73,323,317.47,18,9.312,299.633
1992-12-16,316.24,322,314.6,57,30.041,127.202
1992-12-17,318.4,326,319.93,13,39.749,298.133
1992-12-18,312.44,322,319.11,6,17.821,285.515
1992-12-19,321.03,323,315.42,22,17.184,137.953
1992-12-20,314.22,324,315.83,4,18.684,299.853
1992-12-21,319.92,324,325.26,10,2.139,145.581
1992-12-22,313.57,318,319.52,41,36.375,311.087
1992-12-23,319.19,329,319.93,28,50.162,321.484
1992-12-24,322.46,320,319.11,25,9.97,123.707
1992-12-25,315.75,326,316.65,62,19.059,327.628
1992-12-26,312.72,317,314.6,61,24.644,143.827
1992-12-27,313.06,317,315.83,53,27.07,126.414
1992-12-28,321.69,322,315.01,21,35.997,109.901
1992-12-29,321.6,328,313.37,40,21.557,163.87
1992-12-30,322.29,326,316.24,13,0.585,307.306
1992-12-31,321.54,317,317.06,68,15.514,155.995
1993-01-01,319.6,319,313.78,48,5.623,138.91
1993-01-02,319.22,326,311.05,45,24.578,139.729
1993-01-03,321.54,326,312.05,6,17.983,141.901
1993-01-04,316.61,329,319.11,44,5.923,306.064
1993-01-05,315.11,324,318.7,4,8.666,115.496
1993-01-06,322.43,320,320.34,49,8.169,118.13
1993-01-07,313.8,322,316.24,11,36.203,315.651
1993-01-08,320.68,319,321.57,18,26.141,324.355
1993-01-09,312.75,328,319.52,40,20.294,151.874
1993-01-10,316.02,320,321.98,26,16.25,314.933
1993-01-11,317.84,326,323.21,24,5.923,243.245
1993-01-12,322.42,320,315.01,19,25.502,341.016
1993-01-13,312.32,324,316.65,48,27.135,134.103
1993-01-14,320.65,325,315.01,20,11.691,138.986
1993-01-15,319.91,322,316.65,2,22.009,138.319
1993-01-16,319.71,321,317.47,33,44.582,331.643
1993-01-17,313.47,321,315.01,8,27.135,104.897
1993-01-18,312.85,325,311.05,62,29.81,91.848
1993-01-19,315.34,325,315.42,44,19.59,306.209
1993-01-20,312.86,326,321.16,55,10.733,115.496
1993-01-21,319.88,326,324.85,56,11.691,249.792
1993-01-22,319.52,319,323.21,46,39.057,291.145
1993-01-23,316.67,317,313.78,20,1.27,301.289
1993-01-24,318.23,324,321.98,57,12.139,134.636
1993-01-25,312.88,317,312.05,21,13.457,33.558
1993-01-26,312.79,328,312,15,30.396,136.778
1993-01-27,320.28,322,319.52,57,11.674,301.71
1993-01-28,322.84,323,317.47,69,6.736,74.829
1993-01-29,318.71,327,312.55,21,25.436,114.592
